ONTOLOGY,ID,Description,Fold_Enrichment_Score,Count,pvalue,p.adjust,geneID
BP,GO:0002070,epithelial cell maturation,2.3244521912350598,1,0.3535608063432031,0.7621722726387863,CDKN1A
BP,GO:0006004,fucose metabolic process,2.3244521912350598,1,0.3535608063432031,0.7621722726387863,FUT1
BP,GO:0006086,acetyl-CoA biosynthetic process from pyruvate,2.3244521912350598,1,0.3535608063432031,0.7621722726387863,MPC2
BP,GO:0006206,pyrimidine nucleobase metabolic process,2.3244521912350598,1,0.3535608063432031,0.7621722726387863,CMPK1
BP,GO:0007567,parturition,2.3244521912350598,1,0.3535608063432031,0.7621722726387863,LDOC1
BP,GO:0009130,pyrimidine nucleoside monophosphate biosynthetic process,2.3244521912350598,1,0.3535608063432031,0.7621722726387863,CMPK1
BP,GO:0010225,response to UV-C,2.3244521912350598,1,0.3535608063432031,0.7621722726387863,ERCC5
BP,GO:0010566,regulation of ketone biosynthetic process,2.3244521912350598,1,0.3535608063432031,0.7621722726387863,AKR1C3
BP,GO:0015074,DNA integration,2.3244521912350598,1,0.3535608063432031,0.7621722726387863,BANF1
BP,GO:0016114,terpenoid biosynthetic process,2.3244521912350598,1,0.3535608063432031,0.7621722726387863,AKR1C3
BP,GO:0016540,protein autoprocessing,2.3244521912350598,1,0.3535608063432031,0.7621722726387863,PIDD1
BP,GO:0019372,lipoxygenase pathway,2.3244521912350598,1,0.3535608063432031,0.7621722726387863,PLA2G3
BP,GO:0019377,glycolipid catabolic process,2.3244521912350598,1,0.3535608063432031,0.7621722726387863,GBA
BP,GO:0021542,dentate gyrus development,2.3244521912350598,1,0.3535608063432031,0.7621722726387863,CDK6
BP,GO:0030952,establishment or maintenance of cytoskeleton polarity,2.3244521912350598,1,0.3535608063432031,0.7621722726387863,MAPKAP1
BP,GO:0031958,corticosteroid receptor signaling pathway,2.3244521912350598,1,0.3535608063432031,0.7621722726387863,NEDD4
BP,GO:0032354,response to follicle-stimulating hormone,2.3244521912350598,1,0.3535608063432031,0.7621722726387863,GCLM
BP,GO:0034315,regulation of Arp2/3 complex-mediated actin nucleation,2.3244521912350598,1,0.3535608063432031,0.7621722726387863,CYFIP1
BP,GO:0035970,peptidyl-threonine dephosphorylation,2.3244521912350598,1,0.3535608063432031,0.7621722726387863,DUSP10
BP,GO:0042448,progesterone metabolic process,2.3244521912350598,1,0.3535608063432031,0.7621722726387863,AKR1C3
BP,GO:0043174,nucleoside salvage,2.3244521912350598,1,0.3535608063432031,0.7621722726387863,TK2
BP,GO:0045618,positive regulation of keratinocyte differentiation,2.3244521912350598,1,0.3535608063432031,0.7621722726387863,VDR
BP,GO:0045623,negative regulation of T-helper cell differentiation,2.3244521912350598,1,0.3535608063432031,0.7621722726387863,RC3H2
BP,GO:0045986,negative regulation of smooth muscle contraction,2.3244521912350598,1,0.3535608063432031,0.7621722726387863,DOCK5
BP,GO:0046325,negative regulation of glucose import,2.3244521912350598,1,0.3535608063432031,0.7621722726387863,APPL2
BP,GO:0046519,sphingoid metabolic process,2.3244521912350598,1,0.3535608063432031,0.7621722726387863,GBA
BP,GO:0050655,dermatan sulfate proteoglycan metabolic process,2.3244521912350598,1,0.3535608063432031,0.7621722726387863,IDUA
BP,GO:0051238,sequestering of metal ion,2.3244521912350598,1,0.3535608063432031,0.7621722726387863,FTL
BP,GO:0051382,kinetochore assembly,2.3244521912350598,1,0.3535608063432031,0.7621722726387863,TRAPPC12
BP,GO:0051444,negative regulation of ubiquitin-protein transferase activity,2.3244521912350598,1,0.3535608063432031,0.7621722726387863,DTX3L
BP,GO:0051571,positive regulation of histone H3-K4 methylation,2.3244521912350598,1,0.3535608063432031,0.7621722726387863,RTF1
BP,GO:0055119,relaxation of cardiac muscle,2.3244521912350598,1,0.3535608063432031,0.7621722726387863,PDE4B
BP,GO:0070293,renal absorption,2.3244521912350598,1,0.3535608063432031,0.7621722726387863,AKR1C3
BP,GO:0070863,positive regulation of protein exit from endoplasmic reticulum,2.3244521912350598,1,0.3535608063432031,0.7621722726387863,EDEM1
BP,GO:0071380,cellular response to prostaglandin E stimulus,2.3244521912350598,1,0.3535608063432031,0.7621722726387863,PRKAA2
BP,GO:0071786,endoplasmic reticulum tubular network organization,2.3244521912350598,1,0.3535608063432031,0.7621722726387863,ZFYVE27
BP,GO:0071871,response to epinephrine,2.3244521912350598,1,0.3535608063432031,0.7621722726387863,PDE4B
BP,GO:0072109,glomerular mesangium development,2.3244521912350598,1,0.3535608063432031,0.7621722726387863,ACTA2
BP,GO:0080182,histone H3-K4 trimethylation,2.3244521912350598,1,0.3535608063432031,0.7621722726387863,RTF1
BP,GO:0097067,cellular response to thyroid hormone stimulus,2.3244521912350598,1,0.3535608063432031,0.7621722726387863,GCLM
BP,GO:0099116,tRNA 5'-end processing,2.3244521912350598,1,0.3535608063432031,0.7621722726387863,HSD17B10
BP,GO:0099170,postsynaptic modulation of chemical synaptic transmission,2.3244521912350598,1,0.3535608063432031,0.7621722726387863,CYFIP1
BP,GO:1900242,regulation of synaptic vesicle endocytosis,2.3244521912350598,1,0.3535608063432031,0.7621722726387863,VAMP4
BP,GO:1902166,negative regulation of intrinsic apoptotic signaling pathway in response to DNA damage by p53 class mediator,2.3244521912350598,1,0.3535608063432031,0.7621722726387863,TRIAP1
BP,GO:1903830,magnesium ion transmembrane transport,2.3244521912350598,1,0.3535608063432031,0.7621722726387863,CNNM4
BP,GO:1904294,positive regulation of ERAD pathway,2.3244521912350598,1,0.3535608063432031,0.7621722726387863,EDEM1
BP,GO:1905153,regulation of membrane invagination,2.3244521912350598,1,0.3535608063432031,0.7621722726387863,APPL2
BP,GO:2001170,negative regulation of ATP biosynthetic process,2.3244521912350598,1,0.3535608063432031,0.7621722726387863,NUPR1
BP,GO:2001224,positive regulation of neuron migration,2.3244521912350598,1,0.3535608063432031,0.7621722726387863,NSMF
CC,GO:0030863,cortical cytoskeleton,1.3305216276401914,4,0.3541806390834553,0.6607637206969009,MAPRE1/CAPZA1/NSMF/TPM4
MF,GO:0019213,deacetylase activity,1.608818181818182,2,0.35424407518567236,0.7093548555614949,SUDS3/AMDHD2
MF,GO:0050681,androgen receptor binding,1.608818181818182,2,0.35424407518567236,0.7093548555614949,KDM3A/PRMT2
MF,GO:1990939,ATP-dependent microtubule motor activity,1.608818181818182,2,0.35424407518567236,0.7093548555614949,KIF16B/DNAL4
MF,GO:0060090,molecular adaptor activity,1.1947341772151898,8,0.355099296984294,0.7093548555614949,CBX5/SH2D3A/ISCU/TEX261/WWC2/FRS2/CRADD/PDCD6
BP,GO:0008645,hexose transmembrane transport,1.3282583949914628,4,0.3553463308020579,0.7621722726387863,PRKAG2/APPL2/CAPN10/YES1
BP,GO:0031109,microtubule polymerization or depolymerization,1.3282583949914628,4,0.3553463308020579,0.7621722726387863,MAPRE1/MET/PAK1/CLASP2
BP,GO:0042303,molting cycle,1.3282583949914628,4,0.3553463308020579,0.7621722726387863,FOXQ1/RBPJ/MYO5A/LDB1
BP,GO:0042633,hair cycle,1.3282583949914628,4,0.3553463308020579,0.7621722726387863,FOXQ1/RBPJ/MYO5A/LDB1
BP,GO:0048593,camera-type eye morphogenesis,1.3282583949914628,4,0.3553463308020579,0.7621722726387863,BAX/C12orf57/FRS2/ZHX2
BP,GO:0060419,heart growth,1.3282583949914628,4,0.3553463308020579,0.7621722726387863,NDRG4/TGFBR1/PAK1/RBPJ
BP,GO:0090132,epithelium migration,1.1556598464897472,11,0.3555006563667909,0.7621722726387863,PKN2/SRPX2/MET/TGFBR1/PIK3CA/STARD13/DUSP10/DOCK5/CLASP2/CSNK2B/PDCD6
BP,GO:0002218,activation of innate immune response,1.1658694376100613,10,0.35580350167202063,0.7621722726387863,TAB1/MAP3K7/APPL2/BCL10/PAK1/BTRC/TNIP2/CARD9/CARD11/ZCCHC3
MF,GO:0048029,monosaccharide binding,1.41576,3,0.35599565310857006,0.7093548555614949,PYGL/EGLN3/SCARA3
BP,GO:0002224,toll-like receptor signaling pathway,1.2736724335534575,5,0.3563508825246918,0.7621722726387863,TAB1/MAP3K7/APPL2/BCL10/TNIP2
BP,GO:0042542,response to hydrogen peroxide,1.2736724335534575,5,0.3563508825246918,0.7621722726387863,PDE8A/MET/PLEKHA1/SDC1/STK26
BP,GO:0051384,response to glucocorticoid,1.2736724335534575,5,0.3563508825246918,0.7621722726387863,SDC1/CDKN1A/HNRNPU/CLDN1/GBA
BP,GO:0055072,iron ion homeostasis,1.412325382016239,3,0.3573869636230014,0.7621722726387863,FTL/ISCU/TMEM199
CC,GO:0000793,condensed chromosome,1.21119233368143,7,0.35761186240039894,0.6607637206969009,STAG2/BOD1/HNRNPU/CLASP2/BANF1/RCC1/PPP1CC
CC,GO:0098685,Schaffer collateral - CA1 synapse,1.4116509951792278,3,0.35764855520698824,0.6607637206969009,ADCY1/CDK5/ACTG1
BP,GO:0014706,striated muscle tissue development,1.144345694146491,12,0.3581359389174171,0.7621722726387863,CYP26B1/NDRG4/TGFBR1/ALPK3/PAK1/HNRNPU/CDK5/FRS2/RBPJ/MTM1/NUPR1/MYL6B
MF,GO:0004518,nuclease activity,1.2085756097560976,7,0.3596014343351341,0.7093548555614949,SMG6/CNOT6/MBD4/ERCC5/TSEN34/PGBD5/CNOT7
CC,GO:0005913,cell-cell adherens junction,1.319149647916771,4,0.3600809009787036,0.6607637206969009,ITGA6/CDH20/FRS2/PKP3
CC,GO:0000176,nuclear exosome (RNase complex),2.269713364797974,1,0.36018598210733177,0.6607637206969009,C1D
CC,GO:0005847,mRNA cleavage and polyadenylation specificity factor complex,2.269713364797974,1,0.36018598210733177,0.6607637206969009,WDR33
CC,GO:0016471,vacuolar proton-transporting V-type ATPase complex,2.269713364797974,1,0.36018598210733177,0.6607637206969009,TMEM199
CC,GO:0031143,pseudopodium,2.269713364797974,1,0.36018598210733177,0.6607637206969009,VAMP7
CC,GO:0035859,Seh1-associated complex,2.269713364797974,1,0.36018598210733177,0.6607637206969009,SESN1
CC,GO:0042622,photoreceptor outer segment membrane,2.269713364797974,1,0.36018598210733177,0.6607637206969009,PHLPP2
BP,GO:0043200,response to amino acid,1.3165038959207418,4,0.3614709176266747,0.7621722726387863,GCLM/SESN1/NSMF/TOMM20
BP,GO:0046620,regulation of organ growth,1.3165038959207418,4,0.3614709176266747,0.7621722726387863,TGFBR1/PAK1/WWC2/RBPJ
BP,GO:0002832,negative regulation of response to biotic stimulus,1.5826057472238704,2,0.3616596310638067,0.7621722726387863,ARG2/MAPKBP1
BP,GO:0021695,cerebellar cortex development,1.5826057472238704,2,0.3616596310638067,0.7621722726387863,CDK5/LDB1
BP,GO:0031952,regulation of protein autophosphorylation,1.5826057472238704,2,0.3616596310638067,0.7621722726387863,RAP2A/RAP2B
BP,GO:0035722,interleukin-12-mediated signaling pathway,1.5826057472238704,2,0.3616596310638067,0.7621722726387863,CAPZA1/P4HB
BP,GO:0061383,trabecula morphogenesis,1.5826057472238704,2,0.3616596310638067,0.7621722726387863,TGFBR1/RBPJ
BP,GO:1901659,glycosyl compound biosynthetic process,1.5826057472238704,2,0.3616596310638067,0.7621722726387863,CMPK1/TK2
BP,GO:0002262,myeloid cell homeostasis,1.2650079952299644,5,0.361693961730174,0.7621722726387863,BAX/CDK6/ARNT/PDE4B/LDB1
BP,GO:1901657,glycosyl compound metabolic process,1.2650079952299644,5,0.361693961730174,0.7621722726387863,CMPK1/TK2/GBA/AKR1C3/CARD11
MF,GO:0019903,protein phosphatase binding,1.2640714285714285,5,0.3622672124869804,0.7093548555614949,MTMR3/MET/BOD1/PPP1CC/PTPN1
MF,GO:0001046,core promoter sequence-specific DNA binding,1.5730666666666668,2,0.3645005228494499,0.7093548555614949,TBP/KDM3A
MF,GO:0016859,cis-trans isomerase activity,1.5730666666666668,2,0.3645005228494499,0.7093548555614949,PPIE/FKBP9
BP,GO:0048194,Golgi vesicle budding,1.394671314741036,3,0.36474691217872135,0.7621722726387863,MCFD2/MYO18A/PDCD6
BP,GO:0006338,chromatin remodeling,1.2260846722998118,6,0.3649968150838998,0.7621722726387863,RBBP7/ZMIZ2/INO80/PAK1/RBBP4/SPTY2D1
CC,GO:0000779,"condensed chromosome, centromeric region",1.3079704136123915,4,0.3659797923781034,0.6690367432596206,BOD1/HNRNPU/CLASP2/PPP1CC
MF,GO:0005096,GTPase activator activity,1.1668351648351647,9,0.3665515041896535,0.7093548555614949,TBC1D22B/RGS17/ANKRD27/STARD13/BNIP2/DOCK5/ARHGAP12/AGFG1/RIN1
BP,GO:0060348,bone development,1.1997172599922887,7,0.3666095160939253,0.7621722726387863,CYP26B1/PLS3/IMPAD1/PIP4K2A/INPPL1/SCARA3/TAPT1
BP,GO:0014065,phosphatidylinositol 3-kinase signaling,1.2564606439108432,5,0.36703912468065064,0.7621722726387863,NEDD4/PLEKHA1/PIK3CA/PIP4K2A/ENTPD5
BP,GO:0015749,monosaccharide transmembrane transport,1.3049556161319633,4,0.3675936952218154,0.7621722726387863,PRKAG2/APPL2/CAPN10/YES1
BP,GO:0042035,regulation of cytokine biosynthetic process,1.3049556161319633,4,0.3675936952218154,0.7621722726387863,MAST2/BCL10/CARD9/CARD11
BP,GO:0042752,regulation of circadian rhythm,1.3049556161319633,4,0.3675936952218154,0.7621722726387863,PRKAA2/ADCY1/BTRC/PPP1CC
BP,GO:0060349,bone morphogenesis,1.3049556161319633,4,0.3675936952218154,0.7621722726387863,CYP26B1/IMPAD1/INPPL1/SCARA3
MF,GO:0005525,GTP binding,1.1356363636363638,12,0.3678167209148687,0.7093548555614949,RAB7A/ARFRP1/EHD4/ARL1/RAP2A/RAB15/RIT1/IRGQ/RHEBL1/TUBAL3/RAP2B/RASL10B
MF,GO:0003756,protein disulfide isomerase activity,2.212125,1,0.36793320796873996,0.7093548555614949,P4HB
MF,GO:0004697,protein kinase C activity,2.212125,1,0.36793320796873996,0.7093548555614949,PKN2
MF,GO:0005149,interleukin-1 receptor binding,2.212125,1,0.36793320796873996,0.7093548555614949,IL1RAP
MF,GO:0005229,intracellular calcium activated chloride channel activity,2.212125,1,0.36793320796873996,0.7093548555614949,ANO1
MF,GO:0010181,FMN binding,2.212125,1,0.36793320796873996,0.7093548555614949,DUS2
MF,GO:0015095,magnesium ion transmembrane transporter activity,2.212125,1,0.36793320796873996,0.7093548555614949,CNNM4
MF,GO:0015923,mannosidase activity,2.212125,1,0.36793320796873996,0.7093548555614949,EDEM1
MF,GO:0016864,"intramolecular oxidoreductase activity, transposing S-S bonds",2.212125,1,0.36793320796873996,0.7093548555614949,P4HB
MF,GO:0016881,acid-amino acid ligase activity,2.212125,1,0.36793320796873996,0.7093548555614949,GCLM
MF,GO:0019211,phosphatase activator activity,2.212125,1,0.36793320796873996,0.7093548555614949,FRS2
MF,GO:0047498,calcium-dependent phospholipase A2 activity,2.212125,1,0.36793320796873996,0.7093548555614949,PLA2G3
MF,GO:0052742,phosphatidylinositol kinase activity,2.212125,1,0.36793320796873996,0.7093548555614949,PIK3CA
MF,GO:0061778,intracellular chloride channel activity,2.212125,1,0.36793320796873996,0.7093548555614949,ANO1
BP,GO:0051052,regulation of DNA metabolic process,1.1270071230230594,13,0.36961795265289654,0.7621722726387863,SMG6/BAX/STAG2/PIK3CA/CDKN1A/INO80/TERF2/HMBOX1/HNRNPU/DTX3L/RNF168/IL7R/TSPYL2
BP,GO:0000963,mitochondrial RNA processing,2.187719709397703,1,0.37095720793083675,0.7621722726387863,HSD17B10
BP,GO:0001522,pseudouridine synthesis,2.187719709397703,1,0.37095720793083675,0.7621722726387863,TRUB2
BP,GO:0006744,ubiquinone biosynthetic process,2.187719709397703,1,0.37095720793083675,0.7621722726387863,UBIAD1
BP,GO:0006750,glutathione biosynthetic process,2.187719709397703,1,0.37095720793083675,0.7621722726387863,GCLM
BP,GO:0006895,Golgi to endosome transport,2.187719709397703,1,0.37095720793083675,0.7621722726387863,KIF16B
BP,GO:0009070,serine family amino acid biosynthetic process,2.187719709397703,1,0.37095720793083675,0.7621722726387863,SEPHS2
BP,GO:0009129,pyrimidine nucleoside monophosphate metabolic process,2.187719709397703,1,0.37095720793083675,0.7621722726387863,CMPK1
BP,GO:0010224,response to UV-B,2.187719709397703,1,0.37095720793083675,0.7621722726387863,CDKN1A
BP,GO:0010715,regulation of extracellular matrix disassembly,2.187719709397703,1,0.37095720793083675,0.7621722726387863,CLASP2
BP,GO:0014733,regulation of skeletal muscle adaptation,2.187719709397703,1,0.37095720793083675,0.7621722726387863,GTF2IRD2
BP,GO:0015693,magnesium ion transport,2.187719709397703,1,0.37095720793083675,0.7621722726387863,CNNM4
BP,GO:0016246,RNA interference,2.187719709397703,1,0.37095720793083675,0.7621722726387863,CELF1
BP,GO:0018027,peptidyl-lysine dimethylation,2.187719709397703,1,0.37095720793083675,0.7621722726387863,KDM3A
BP,GO:0030540,female genitalia development,2.187719709397703,1,0.37095720793083675,0.7621722726387863,BAX
BP,GO:0032460,negative regulation of protein oligomerization,2.187719709397703,1,0.37095720793083675,0.7621722726387863,GBA
BP,GO:0033145,positive regulation of intracellular steroid hormone receptor signaling pathway,2.187719709397703,1,0.37095720793083675,0.7621722726387863,PAK1
BP,GO:0034501,protein localization to kinetochore,2.187719709397703,1,0.37095720793083675,0.7621722726387863,TRAPPC12
BP,GO:0035313,"wound healing, spreading of epidermal cells",2.187719709397703,1,0.37095720793083675,0.7621722726387863,CLASP2
BP,GO:0035855,megakaryocyte development,2.187719709397703,1,0.37095720793083675,0.7621722726387863,PIP4K2A
BP,GO:0042753,positive regulation of circadian rhythm,2.187719709397703,1,0.37095720793083675,0.7621722726387863,BTRC
BP,GO:0042790,nucleolar large rRNA transcription by RNA polymerase I,2.187719709397703,1,0.37095720793083675,0.7621722726387863,CD3EAP
BP,GO:0042994,cytoplasmic sequestering of transcription factor,2.187719709397703,1,0.37095720793083675,0.7621722726387863,G3BP2
BP,GO:0043649,dicarboxylic acid catabolic process,2.187719709397703,1,0.37095720793083675,0.7621722726387863,ALDH1L1
BP,GO:0045324,late endosome to vacuole transport,2.187719709397703,1,0.37095720793083675,0.7621722726387863,CHMP1B
BP,GO:0045725,positive regulation of glycogen biosynthetic process,2.187719709397703,1,0.37095720793083675,0.7621722726387863,EPM2AIP1
BP,GO:0048311,mitochondrion distribution,2.187719709397703,1,0.37095720793083675,0.7621722726387863,MTM1
BP,GO:0050665,hydrogen peroxide biosynthetic process,2.187719709397703,1,0.37095720793083675,0.7621722726387863,CTNS
BP,GO:0051969,regulation of transmission of nerve impulse,2.187719709397703,1,0.37095720793083675,0.7621722726387863,GBA
BP,GO:0060263,regulation of respiratory burst,2.187719709397703,1,0.37095720793083675,0.7621722726387863,DUSP10
BP,GO:0061298,retina vasculature development in camera-type eye,2.187719709397703,1,0.37095720793083675,0.7621722726387863,ACVR2B
BP,GO:0061323,cell proliferation involved in heart morphogenesis,2.187719709397703,1,0.37095720793083675,0.7621722726387863,RBPJ
BP,GO:0062033,positive regulation of mitotic sister chromatid segregation,2.187719709397703,1,0.37095720793083675,0.7621722726387863,HNRNPU
BP,GO:0070166,enamel mineralization,2.187719709397703,1,0.37095720793083675,0.7621722726387863,CNNM4
BP,GO:0070242,thymocyte apoptotic process,2.187719709397703,1,0.37095720793083675,0.7621722726387863,BAX
BP,GO:0070525,tRNA threonylcarbamoyladenosine metabolic process,2.187719709397703,1,0.37095720793083675,0.7621722726387863,HSD17B10
BP,GO:0071360,cellular response to exogenous dsRNA,2.187719709397703,1,0.37095720793083675,0.7621722726387863,ZCCHC3
BP,GO:0071850,mitotic cell cycle arrest,2.187719709397703,1,0.37095720793083675,0.7621722726387863,CDKN1A
BP,GO:0072673,lamellipodium morphogenesis,2.187719709397703,1,0.37095720793083675,0.7621722726387863,SNX1
BP,GO:0097107,postsynaptic density assembly,2.187719709397703,1,0.37095720793083675,0.7621722726387863,IL1RAP
BP,GO:0098884,postsynaptic neurotransmitter receptor internalization,2.187719709397703,1,0.37095720793083675,0.7621722726387863,USP46
BP,GO:0099010,modification of postsynaptic structure,2.187719709397703,1,0.37095720793083675,0.7621722726387863,CYFIP1
BP,GO:0099509,regulation of presynaptic cytosolic calcium ion concentration,2.187719709397703,1,0.37095720793083675,0.7621722726387863,CDK5
BP,GO:0140239,postsynaptic endocytosis,2.187719709397703,1,0.37095720793083675,0.7621722726387863,USP46
BP,GO:1901663,quinone biosynthetic process,2.187719709397703,1,0.37095720793083675,0.7621722726387863,UBIAD1
BP,GO:1903209,positive regulation of oxidative stress-induced cell death,2.187719709397703,1,0.37095720793083675,0.7621722726387863,MCL1
BP,GO:1904380,endoplasmic reticulum mannose trimming,2.187719709397703,1,0.37095720793083675,0.7621722726387863,EDEM1
BP,GO:1905331,negative regulation of morphogenesis of an epithelium,2.187719709397703,1,0.37095720793083675,0.7621722726387863,CLASP2
BP,GO:2000001,regulation of DNA damage checkpoint,2.187719709397703,1,0.37095720793083675,0.7621722726387863,THOC5
BP,GO:2000136,regulation of cell proliferation involved in heart morphogenesis,2.187719709397703,1,0.37095720793083675,0.7621722726387863,RBPJ
BP,GO:2001267,regulation of cysteine-type endopeptidase activity involved in apoptotic signaling pathway,2.187719709397703,1,0.37095720793083675,0.7621722726387863,BAX
BP,GO:0002063,chondrocyte development,1.5496347941567066,2,0.37137231617939437,0.7621722726387863,IMPAD1/SCARA3
BP,GO:0002711,positive regulation of T cell mediated immunity,1.5496347941567066,2,0.37137231617939437,0.7621722726387863,MAP3K7/FAM49B
BP,GO:0002762,negative regulation of myeloid leukocyte differentiation,1.5496347941567066,2,0.37137231617939437,0.7621722726387863,CDK6/TOB2
BP,GO:0007140,male meiotic nuclear division,1.5496347941567066,2,0.37137231617939437,0.7621722726387863,CYP26B1/AGO4
BP,GO:0007528,neuromuscular junction development,1.5496347941567066,2,0.37137231617939437,0.7621722726387863,ALS2/NEDD4
BP,GO:0009069,serine family amino acid metabolic process,1.5496347941567066,2,0.37137231617939437,0.7621722726387863,GCLM/SEPHS2
BP,GO:0009311,oligosaccharide metabolic process,1.5496347941567066,2,0.37137231617939437,0.7621722726387863,IDUA/ST6GALNAC6
BP,GO:0010862,positive regulation of pathway-restricted SMAD protein phosphorylation,1.5496347941567066,2,0.37137231617939437,0.7621722726387863,TGFBR1/CSNK2B
BP,GO:0016339,calcium-dependent cell-cell adhesion via plasma membrane cell adhesion molecules,1.5496347941567066,2,0.37137231617939437,0.7621722726387863,CDH20/PCDHB13
BP,GO:0030865,cortical cytoskeleton organization,1.5496347941567066,2,0.37137231617939437,0.7621722726387863,VPS4A/CDK5
BP,GO:0031055,chromatin remodeling at centromere,1.5496347941567066,2,0.37137231617939437,0.7621722726387863,RBBP7/RBBP4
BP,GO:0032648,regulation of interferon-beta production,1.5496347941567066,2,0.37137231617939437,0.7621722726387863,POLR3F/POLR3C
BP,GO:0042059,negative regulation of epidermal growth factor receptor signaling pathway,1.5496347941567066,2,0.37137231617939437,0.7621722726387863,RAB7A/NUP62
BP,GO:0051972,regulation of telomerase activity,1.5496347941567066,2,0.37137231617939437,0.7621722726387863,SMG6/HMBOX1
BP,GO:0055010,ventricular cardiac muscle tissue morphogenesis,1.5496347941567066,2,0.37137231617939437,0.7621722726387863,TGFBR1/RBPJ
BP,GO:0060324,face development,1.5496347941567066,2,0.37137231617939437,0.7621722726387863,PLEKHA1/ASPH
BP,GO:0061014,positive regulation of mRNA catabolic process,1.5496347941567066,2,0.37137231617939437,0.7621722726387863,YTHDF3/CNOT7
BP,GO:0090199,regulation of release of cytochrome c from mitochondria,1.5496347941567066,2,0.37137231617939437,0.7621722726387863,BAX/TRIAP1
BP,GO:0007045,cell-substrate adherens junction assembly,1.3774531503615168,3,0.37209295316141333,0.7621722726387863,CLASP2/APOD/LDB1
BP,GO:0014855,striated muscle cell proliferation,1.3774531503615168,3,0.37209295316141333,0.7621722726387863,NDRG4/TGFBR1/RBPJ
BP,GO:0021766,hippocampus development,1.3774531503615168,3,0.37209295316141333,0.7621722726387863,PHLPP2/CDK6/CDK5
BP,GO:0048041,focal adhesion assembly,1.3774531503615168,3,0.37209295316141333,0.7621722726387863,CLASP2/APOD/LDB1
BP,GO:2001021,negative regulation of response to DNA damage stimulus,1.3774531503615168,3,0.37209295316141333,0.7621722726387863,THOC5/TERF2/TRIAP1
CC,GO:0014704,intercalated disc,1.5434050880626224,2,0.37319375588304793,0.6751178708856527,PAK1/TMEM65
CC,GO:0034707,chloride channel complex,1.5434050880626224,2,0.37319375588304793,0.6751178708856527,CLCC1/ANO1
CC,GO:0071005,U2-type precatalytic spliceosome,1.5434050880626224,2,0.37319375588304793,0.6751178708856527,LSM7/BUD13
BP,GO:0006023,aminoglycan biosynthetic process,1.2936081759916855,4,0.3737131910312791,0.7647209562953942,B4GALT7/HAS3/SDC1/B3GNT9
BP,GO:1904375,regulation of protein localization to cell periphery,1.2936081759916855,4,0.3737131910312791,0.7647209562953942,VPS4A/STAC/LZTFL1/CDK5
BP,GO:0042098,T cell proliferation,1.2127576649922052,6,0.3746018830902912,0.7657690755835701,RC3H2/ARG2/BAX/ELF4/CCND3/CARD11
BP,GO:0043409,negative regulation of MAPK cascade,1.2127576649922052,6,0.3746018830902912,0.7657690755835701,ZMYND11/TAOK3/DUSP10/GBA/PTPN1/NUP62
MF,GO:0005048,signal sequence binding,1.5388695652173912,2,0.3746941393918707,0.7093548555614949,TOMM20/KPNA5
BP,GO:0048608,reproductive structure development,1.121777391593718,13,0.3758682855393928,0.7679719666369913,BAX/TGFBR1/PLEKHA1/VDR/SDC1/SAFB2/AGO4/ARNT/FRS2/RBPJ/NUPR1/LDOC1/AKR1C3
CC,GO:0005859,muscle myosin complex,2.143618177864753,1,0.37678217312982665,0.6792509072686495,MYL6B
MF,GO:0016407,acetyltransferase activity,1.2870545454545455,4,0.3773095718594537,0.7093548555614949,LPCAT2/KANSL3/GNPAT/TADA3
BP,GO:0034502,protein localization to chromosome,1.3606549412107667,3,0.37942278167135157,0.7697179093856313,TERF2/BOD1/TRAPPC12
BP,GO:0051279,regulation of release of sequestered calcium ion into cytosol,1.3606549412107667,3,0.37942278167135157,0.7697179093856313,BAX/DIAPH1/MYO5A
BP,GO:0034219,carbohydrate transmembrane transport,1.2824563813710674,4,0.3798279606450824,0.7697179093856313,PRKAG2/APPL2/CAPN10/YES1
BP,GO:0070252,actin-mediated cell contraction,1.2824563813710674,4,0.3798279606450824,0.7697179093856313,TPM4/PDE4B/MYL6B/PARVA
BP,GO:2000736,regulation of stem cell differentiation,1.2824563813710674,4,0.3798279606450824,0.7697179093856313,CDK6/KDM3A/HNRNPU/LDB1
BP,GO:0042326,negative regulation of phosphorylation,1.1125583137535329,14,0.3800178143654511,0.7697179093856313,ZMYND11/BAX/PRKAG2/PRKAR2A/CDKN1A/CEP85/TAOK3/DUSP10/HNRNPU/DUS2/NUPR1/GBA/PTPN1/NUP62
BP,GO:0001913,T cell mediated cytotoxicity,1.5180095942759575,2,0.38102532031760716,0.7697179093856313,FAM49B/IL7R
BP,GO:0043124,negative regulation of I-kappaB kinase/NF-kappaB signaling,1.5180095942759575,2,0.38102532031760716,0.7697179093856313,ZMYND11/MAPKBP1
BP,GO:0051205,protein insertion into membrane,1.5180095942759575,2,0.38102532031760716,0.7697179093856313,BAX/RTP4
BP,GO:0061912,selective autophagy,1.5180095942759575,2,0.38102532031760716,0.7697179093856313,RAB7A/WDFY3
BP,GO:0071349,cellular response to interleukin-12,1.5180095942759575,2,0.38102532031760716,0.7697179093856313,CAPZA1/P4HB
BP,GO:0071825,protein-lipid complex subunit organization,1.5180095942759575,2,0.38102532031760716,0.7697179093856313,PLAGL2/P4HB
